id,network_code,station_code,location_code,channels,latitude,longitude,elevation,start_date,end_date
BK.LITV.00,BK,LITV,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",40.83679,-121.11247,1561.6,2022.228,3000.001
BK.LLNL.00,BK,LLNL,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",37.68188,-121.71675,185.0,2022.097,3000.001
BK.LSIB.00,BK,LSIB,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",40.39735,-121.42345,1890.8,2023.193,3000.001
BK.LTIB.00,BK,LTIB,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",41.175892,-121.488893,1183.4,2024.220,3000.001
BK.MCCM.,BK,MCCM,,"HHN,BHE,HHZ,HHE,BHZ,BHN",38.144779,-122.88018,-7.7,2006.034,3000.001
BK.MCCM.00,BK,MCCM,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",38.144779,-122.88018,-7.7,2006.034,3000.001
BK.MERC.00,BK,MERC,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",37.3889,-120.45944,65.0,2020.274,3000.001
BK.MHC.,BK,MHC,,"BHN,BHZ,BHE",37.34164,-121.64257,1250.4,1986.253,1987.302
BK.MHDL.00,BK,MHDL,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",37.842319,-122.494308,94.5,2006.137,3000.001
BK.MILL.00,BK,MILL,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",41.70532,-124.04106,560.5,2021.238,3000.001
BK.MIN.,BK,MIN,,"HHN,BHE,HHZ,HHE,BHZ,BHN",40.346008,-121.60656,1470.9,1993.078,1999.342
BK.MKOF.00,BK,MKOF,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",39.37345,-120.935989,1226.0,2024.236,3000.001
BK.MLKN.00,BK,MLKN,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",38.38294,-122.2381,356.4,2023.025,3000.001
BK.MMI.00,BK,MMI,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",37.41964,-119.74378,1307.7,2021.078,3000.001
BK.MNDO.00,BK,MNDO,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",39.31418,-123.74511,179.4,2019.156,3000.001
BK.MNLT.00,BK,MNLT,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",40.23124,-120.84245,1738.9,2023.195,3000.001
BK.MNRC.,BK,MNRC,,"HHN,BHE,HHZ,HHE,BHZ,BHN",38.878738,-122.442772,709.9,2003.170,3000.001
BK.MNRC.00,BK,MNRC,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",38.878738,-122.442772,709.9,2003.170,3000.001
BK.MOBB.,BK,MOBB,,"BHN,BHZ,BHE",36.690651,-122.166031,-1036.5,2002.100,2016.216
BK.MOBB.00,BK,MOBB,00,"BHN,BHZ,BHE",36.690651,-122.166031,-1036.5,2002.100,2016.216
BK.MOD.,BK,MOD,,"HHN,BHE,HHZ,HHE,BHZ,BHN",41.902458,-120.302948,1554.5,1999.289,1999.315
BK.MOGU.00,BK,MOGU,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",41.83072,-122.4205,825.3,2019.058,3000.001
BK.MTOS.00,BK,MTOS,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",37.504902,-121.327797,310.0,2017.126,3000.001
BK.MZTA.00,BK,MZTA,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",41.27792,-120.80101,2139.8,2021.323,3000.001
BK.OAKV.00,BK,OAKV,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",38.43057,-122.41085,59.6,2018.352,3000.001
BK.ORRS.00,BK,ORRS,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",39.272191,-123.434245,596.3,2023.236,3000.001
BK.ORV.,BK,ORV,,"HHN,BHE,HHZ,HHE,BHZ,BHN",39.554508,-121.500359,334.7,1992.213,3000.001
BK.ORV.00,BK,ORV,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",39.554508,-121.500359,334.7,1992.213,3000.001
BK.OVRO.00,BK,OVRO,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",37.23066,-118.283,1216.0,2019.213,3000.001
BK.OXMT.00,BK,OXMT,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",37.499359,-122.424309,209.1,2003.354,3000.001
BK.PABC.00,BK,PABC,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",35.15879,-120.64003,200.2,2021.224,3000.001
BK.PACP.,BK,PACP,,"HHN,BHE,HHZ,HHE,BHZ,BHN",37.007999,-121.287003,844.0,2003.170,3000.001
BK.PACP.00,BK,PACP,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",37.007999,-121.287003,844.0,2003.170,3000.001
BK.PATT.00,BK,PATT,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",36.96238,-119.05665,2459.5,2024.249,3000.001
BK.PESC.00,BK,PESC,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",37.24611,-122.383,98.8,2023.270,3000.001
BK.PETL.00,BK,PETL,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",40.28844,-124.34259,49.6,2019.060,3000.001
BK.PETY.00,BK,PETY,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",40.1766,-122.7884,962.0,2017.257,3000.001
BK.PINL.00,BK,PINL,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",38.01,-122.36602,13.9,2018.296,3000.001
BK.PIT6.00,BK,PIT6,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",40.93062,-121.94795,822.2,2021.168,3000.001
BK.PKD.,BK,PKD,,"HHN,BHE,HHZ,HHE,BHZ,BHN",35.945171,-120.541603,583.0,1996.250,3000.001
BK.PKD.00,BK,PKD,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",35.945171,-120.541603,583.0,1996.250,3000.001
BK.PKD1.,BK,PKD1,,"BHN,BHZ,BHE",35.8894,-120.426109,431.6,1992.295,1993.042
BK.PORC.00,BK,PORC,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",41.60196,-120.73072,1573.7,2021.325,3000.001
BK.POTR.,BK,POTR,,"HHN,BHE,HHZ,HHE,BHZ,BHN",38.202629,-121.935349,20.0,1998.344,2005.036
BK.PRDS.00,BK,PRDS,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",40.10561,-124.04458,786.5,2022.252,3000.001
BK.PVSP.00,BK,PVSP,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",36.13,-120.25365,176.7,2023.094,3000.001
BK.PWAY.00,BK,PWAY,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",40.244313,-121.781449,1004.0,2024.270,3000.001
BK.PWOD.00,BK,PWOD,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",38.58075,-122.70187,438.1,2023.026,3000.001
BK.QRDG.00,BK,QRDG,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",38.48086,-122.14485,364.1,2018.299,3000.001
BK.RAMR.,BK,RAMR,,"HHN,BHE,HHZ,HHE,BHZ,BHN",35.635971,-120.869843,416.8,2004.311,3000.001
BK.RAMR.00,BK,RAMR,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",35.635971,-120.869843,416.8,2004.311,3000.001
BK.RAVE.00,BK,RAVE,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",40.798,-120.30841,1634.5,2022.088,3000.001
BK.RBOW.00,BK,RBOW,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",40.33467,-124.11136,1100.0,2020.170,3000.001
BK.RIMR.00,BK,RIMR,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",41.821211,-120.592957,1579.4,2021.340,3000.001
BK.ROMB.00,BK,ROMB,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",38.58891,-122.03158,149.1,2023.222,3000.001
BK.RUSS.00,BK,RUSS,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",38.54465,-121.86743,28.6,2019.016,3000.001
BK.RVIT.00,BK,RVIT,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",39.90629,-123.37859,781.8,2019.274,3000.001
BK.RVRP.00,BK,RVRP,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",37.867413,-121.747376,74.3,2024.283,3000.001
BK.SAGE.00,BK,SAGE,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",40.79458,-122.03895,758.0,2020.294,3000.001
BK.SANG.00,BK,SANG,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",41.91013,-123.64922,1641.3,2021.237,3000.001
BK.SAO.,BK,SAO,,"BHN,BHZ,BHE",36.76403,-121.44722,317.2,1988.028,1991.143
BK.SBAR.00,BK,SBAR,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",41.6627,-123.07106,1489.0,2021.288,3000.001
BK.SCOT.00,BK,SCOT,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",41.391998,-122.853798,960.0,2017.165,3000.001
BK.SCOT.01,BK,SCOT,01,"HHN,BHE,HHZ,HHE,BHZ,BHN",41.391998,-122.853798,960.0,2017.165,3000.001
BK.SCZ.00,BK,SCZ,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",36.598,-121.403,261.0,2013.100,3000.001
BK.SCZ.50,BK,SCZ,50,"HHN,BHE,HHZ,HHE,BHZ,BHN",36.598,-121.403,261.0,2013.100,3000.001
BK.SEIA.00,BK,SEIA,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",41.85032,-123.14708,866.3,2024.261,3000.001
BK.SFRE.00,BK,SFRE,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",39.25655,-121.32278,282.0,2019.038,3000.001
BK.SHEP.00,BK,SHEP,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",41.7826,-121.839302,1391.0,2016.356,3000.001
BK.SHEP.01,BK,SHEP,01,"HHN,BHE,HHZ,HHE,BHZ,BHN",41.7826,-121.839302,1391.0,2016.356,3000.001
BK.SHWD.00,BK,SHWD,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",39.511871,-123.494942,852.1,2023.033,3000.001
BK.SIGP.00,BK,SIGP,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",41.87266,-124.06781,547.6,2018.303,3000.001
BK.SKGS.00,BK,SKGS,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",38.688996,-123.078424,640.4,2023.033,3000.001
BK.SPAN.00,BK,SPAN,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",38.97599,-123.65702,182.9,2023.172,3000.001
BK.SPRL.00,BK,SPRL,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",40.02238,-123.8498,441.3,2023.206,3000.001
BK.STAN.,BK,STAN,,"HHN,BHE,HHZ,HHE,BHZ,BHN",37.403931,-122.175079,125.5,1991.232,1994.181
BK.SUGR.00,BK,SUGR,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",41.03867,-123.74857,1168.5,2024.263,3000.001
BK.SUTB.,BK,SUTB,,"HHN,BHE,HHZ,HHE,BHZ,BHN",39.229099,-121.786102,252.0,2005.289,2007.248
BK.SWNM.00,BK,SWNM,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",40.417068,-121.112224,2063.8,2024.269,3000.001
BK.TCAS.40,BK,TCAS,40,"BH1,BH3,BH2",35.609501,-120.560097,381.0,2015.055,3000.001
BK.TCHL.00,BK,TCHL,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",35.688122,-120.400917,431.0,2013.170,3000.001
BK.TESL.00,BK,TESL,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",37.614855,-121.590482,644.6,2024.282,3000.001
BK.THIS.00,BK,THIS,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",35.724049,-120.228447,643.0,2012.128,3000.001
BK.THOM.00,BK,THOM,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",41.090817,-123.077719,1077.0,2024.289,3000.001
BK.TOLH.00,BK,TOLH,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",36.94966,-119.44162,383.3,2020.275,3000.001
BK.TRAM.00,BK,TRAM,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",35.67691,-120.270927,642.0,2012.348,3000.001
BK.TRAY.40,BK,TRAY,40,"BH1,BH3,BH2",35.551682,-120.125832,690.0,2016.231,2024.121
BK.TRIN.00,BK,TRIN,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",40.9741,-122.705,935.0,2017.193,3000.001
BK.TRIN.01,BK,TRIN,01,"HHN,BHE,HHZ,HHE,BHZ,BHN",40.9741,-122.705,935.0,2017.193,3000.001
BK.TSCN.00,BK,TSCN,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",35.54398,-120.348061,476.5,2012.069,3000.001
BK.TSCS.40,BK,TSCS,40,"BH1,BH3,BH2",35.440701,-120.353699,467.0,2016.126,3000.001
